id,title,weightPerServing,dishTypes,calories,Saturated Fat/g,Sugar/g,Cholesterol/mg,Sodium/mg,Vitamin B3/mg,Selenium/?g,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/?g,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/?g,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/?g,Vitamin K/?g,Vitamin C/mg,Alcohol/g,Caffeine/g,Fat,Carbon,Protein,ingredients
1025,"Steamed Sea Bass with Vanilla, Baby Vegetables and Cappuccino Sauce",100,"lunch,main course,main dish,dinner",1068.75,5.26,26.78,204.04,542.59,14.07,95.07,1254.13,10.34,0.96,528.49,1.13,284.47,4264.01,1.15,5.61,1.9,340.72,10.16,4.98,3.09,1.14,22.19,2022.15,0,60.7,171.18,0,0,14.55,162.68,71.77,"baby leeks,broad beans,fresh peas,juice of lemon,new potatoes,olive oil,sea bass fillets,sea-salt,semi-skimmed milk,vanilla pod"
1026,Baked Seabass with Homemade Garlic Butter and Herb Bread Crumb Topping,100,"lunch,main course,main dish,dinner",296.88,2.86,1.12,143.6,502.27,5.49,72.07,391.15,3.83,0.18,71.89,0.34,91.26,580.78,0.14,1.22,0.29,87.52,6.5,1.48,0.59,0.26,1.66,1540.74,0,246.5,23.86,0,0,7.6,22.12,35,"fresh parsley leaves,garlic,lemon zest,salt and pepper,sea bass fillets,sourdough bread,thyme sprigs,unsalted butter"
1027,Seared Sea Bass with Spicy Lemongrass Crust,100,"lunch,main course,main dish,dinner",382.85,16.06,7.09,136.08,1104.76,4.87,66.11,408.61,3.23,0.09,52.38,0.19,28.85,689.22,0.24,1.25,0.77,99.93,6.56,1.4,0.62,1.1,1.88,943.97,0,3.92,2.48,0,0,22.13,13.19,32.73,"cornstarch,fish sauce,garlic,granulated sugar,granulated sugar,green curry paste,kosher salt,lemon juice,lemongrass,low-salt chicken broth,red pepper flakes,sea bass fillets,turmeric,turmeric,unsweetened coconut milk,vegetable oil,water"
1028,Seared Wild Striped Bass with Sauteed Spring Vegetables,200,"lunch,main course,main dish,dinner",302.86,2.58,3.48,90.72,357.44,3.77,44.54,339.89,5.11,0.22,66.96,0.31,93.43,634.47,0.35,1.47,0.42,78.35,4.33,1.4,0.51,2.99,4.29,1070.24,0.56,48.64,24.35,0,0,16.98,12.25,25.26,"asparagus,fava beans,garlic,morel mushrooms,olive oil,salt,striped bass,sugar snap peas,vegetable stock"
1029,"Pan-Roasted Striped Bass with Roasted Artichokes, Mushrooms, and Tomato Marmalade",100,"lunch,main course,main dish,dinner",559.59,4.29,7.75,136.08,657.34,4.41,62.63,375.22,7.16,0.11,163.85,0.22,29.43,785.26,0.19,0.91,0.24,90.32,6.5,1.5,0.55,3.54,15.44,2705.09,0,23.62,13.75,0,0,28.79,34.28,40.84,"baby artichokes,baby arugula,coarse salt,fennel,fennel pollen,meyer lemon,olive oil,striped bass,sundried tomato halves,thyme,maitake"
1030,Alma's Striped Bass Seviche,123,side dish,157.79,0.42,13.47,60.48,314.02,2.03,28.02,180.83,1.57,0.04,41.52,0.1,19.26,476.83,0.06,0.54,0.09,52.17,2.89,0.76,0.28,0,1.65,101.41,0,0,47.6,1.26,0,2.17,19.15,14.61,"anaheim chiles,grapefruit juice,ground coriander,ground cumin,lemon juice,lime juice,pepper,red onion,salt,sparkling wine,striped bass"
1031,Roasted Striped Bass,100,"lunch,main course,main dish,dinner",385.32,3.02,7.17,326.84,1413.14,6.2,108.77,581.88,6.2,0.22,199.47,0.35,58.7,1027.03,0.54,3.18,1.79,130.12,10.3,1.88,0.76,3.39,3.08,590.21,0,32.2,22.06,5.85,0,14.12,14.62,49.94,"black pepper,canned tomatoes,dry white wine,fresh flat-leaf parsley,garlic,kosher salt,mussels,olive oil,pancetta,pernod,saffron threads,shrimp,striped bass,yellow onions"
1033,Sea Bass Fillets with Parsley Sauce,200,"lunch,main course,main dish,dinner",679.19,12.6,4.34,276.32,742.26,8.62,85.71,532.6,5.85,0.47,169.73,0.72,121.14,783.1,0.28,2.11,0.56,104.97,7.05,2.14,0.67,2.77,3.06,1976.63,0.81,258.55,24.88,0,0,36.55,44.04,43.52,"bread crumbs,cr?me fra?che,eggs,flat leaf parsley leaves,flour,lemon juice,low sodium chicken stock,olive oil,salt and pepper,sea bass fillets,shallot,unsalted butter"
1034,Sea Bass all'Acqua Pazza,200,"lunch,main course,main dish,dinner",340.15,2.2,1.6,241.92,615.31,6.54,110.88,617.12,2.81,0.11,66.19,0.33,36.17,879.26,0.13,1.34,0.17,128.67,11.55,2.36,0.99,0.77,0.81,2046.79,0,14.64,3.63,2.06,0,11.79,4.35,54.16,"bay leaves,carrot,celery,dry white wine,garlic cloves,kosher salt,olive oil,onion,parsley,pepper,sea bass,water"
1037,Smoked Black Bass,200,"lunch,main course,main dish,dinner",265.91,1.88,0.32,181.44,594.53,4.84,83.09,456.13,2.15,0.08,46.25,0.24,25.71,621.41,0.09,0.97,0.11,93.55,8.66,1.74,0.71,0.84,0.54,337.61,0,19.17,4.59,0,0,10.59,2.12,40.53,"black pepper,fresh cilantro,garlic cloves,lime,lime wedges,olive oil,salt,scallions,sea bass,tea bags,hardwood charcoal"
1038,Macadamia-crusted Sea Bass With Mango Cream Sauce,100,"lunch,main course,main dish,dinner",575.09,11.42,4.85,222.27,270.08,5.85,85.79,519.41,3.08,0.17,89.79,0.52,44.15,742.49,0.26,1.35,0.92,122.2,8.74,2.02,0.8,1.99,2.42,946.86,0.21,12.02,11.44,0,0,38.65,13.22,43.59,"black pepper,black pepper,extra virgin olive oil,extra virgin olive oil,garlic,ground pepper,heavy cream,lemon juice,lemon juice,macadamia nuts,mango,olive oil,olive oil,red pepper flakes,sea bass,sea bass,seasoned bread crumbs"
1040,Sauteed Striped Bass with Mint Pesto and Spiced Carrots,100,"lunch,main course,main dish,dinner",513,5.26,5,136.08,390.95,5.49,62.91,433.24,3.12,0.16,93.54,0.31,44.6,905.13,0.26,1.25,0.38,98.78,6.56,1.59,0.79,4.71,4.13,14711.09,0,27.82,14.85,0,0,35.76,13.6,34.19,"carrots,coarse kosher salt,coriander seeds,cumin seeds,fennel seeds,fresh mint,fresh mint leaves,fresh thyme,garlic clove,lemon juice,low-salt chicken broth,olive oil,olive oil,olive oil,pistachios,red pepper,striped bass"
1041,Bass in Artichoke and Tomato Broth,200,"lunch,main course,main dish,dinner",408.69,4.94,5.69,143.6,1194.21,5.51,63.33,420.57,3.41,0.21,92.76,0.3,113.71,961.13,0.32,1.26,0.48,112.93,6.5,1.74,0.78,3.86,5.32,615.52,0,15.05,15.6,2.06,0,23.13,16.07,34.06,"black pepper,canned tomatoes,dry white wine,frozen artichoke hearts,garlic cloves,kalamata olives,olive oil,onion,orange zest,salt,sea bass fillets,unsalted butter,water"
1042,Salt-Baked Sea Bass with Warm Tomato Vinaigrette,100,"lunch,main course,main dish,dinner",560.06,3.03,6.33,362.87,170277.95,10.8,183.89,966.5,6.47,0.59,210.41,0.54,92.4,1706.13,0.38,2.69,0.82,214.56,17.41,3.96,1.75,2.24,2.71,3101.31,0,24.83,116.9,0,0,16.1,12.24,91.55,"cherry tomatoes,chicken broth,egg whites,flat leaf parsley,garlic cloves,kosher salt,lemon,olive oil,bell pepper,saffron threads,sea bass,shallot,sherry vinegar"
1043,Striped Bass Meuni?re,100,"lunch,main course,main dish,dinner",289.61,4.68,4.05,152.6,534.26,4.63,68.76,389.89,2.46,0.19,75.56,0.3,49.02,536.75,0.09,0.96,0.19,78.48,6.68,1.49,0.54,0.19,0.57,555.71,0.46,33.78,2.71,0,0,10.13,16.53,33.08,"black pepper,butter,fat-free less-sodium chicken broth,flour,fresh parsley,low fat milk,salt,shallots,striped bass,white balsamic vinegar"
1044,Striped Bass with Caramelized Brussels Sprouts,100,"lunch,main course,main dish,dinner",675.44,14.16,3.16,88.73,632,2.35,68.99,395.25,3.64,0.15,103.19,0.34,86.9,1341.1,0.14,1.65,0.45,84.53,1.16,1.83,0.85,4.51,4.77,1640.89,0,257.03,98.24,0,0,52.12,11.62,39.97,"brussels sprouts,garlic clove,grouper fillets,lemon juice,lemon zest,mayonnaise,olive oil,pancetta,salt and pepper,sweet paprika,thyme sprigs,vegetable oil"
1046,Roasted Black Sea Bass with Tomato and Olive Salad,200,"lunch,main course,main dish,dinner",415.28,4.07,4.51,136.72,348.52,4.82,63.49,388.72,4.23,0.12,130.63,0.24,47.19,858.73,0.21,1.08,0.46,100.12,6.5,1.52,0.69,4.94,4.04,1050.85,0,49.9,22.88,0,0,26.84,10.97,32.46,"anchovy paste,cherry tomatoes,garlic clove,grape tomatoes,kalamata olives,olive oil,olive oil,oregano,oregano,red onion,red wine vinegar,sea bass fillets,sun-dried tomatoes"
1047,"Sea Bass with Saffron, Sherry and Pine Nuts",100,"lunch,main course,main dish,dinner",348.43,1.41,19.53,136,336.22,4.52,62.53,457.58,3.03,0.16,64.96,0.22,22,840.35,0.34,1.63,1.45,123.45,6.49,1.41,0.7,0.97,1.61,161.2,0,7.03,1.85,15.14,0,10.99,29.64,32.74,"golden raisins,pine nuts,saffron,sea bass,sea salt,sherry,water"
1048,Black Bass with Sicilian-Style Pesto,200,"lunch,main course,main dish,dinner",566.32,6.56,5.22,146.75,449.59,5.47,64.13,553.67,4.25,0.48,218.59,0.3,89.54,1167.41,0.46,2.12,1.15,187.82,6.5,1.89,0.79,10.58,7.62,1350.85,0,134.61,27.89,15.14,0,37.2,19.58,38.3,"almonds,basil,butter,celery,extra virgin olive oil,garlic,orange zest,oregano,parsley,salt,scallions,sea bass,sun-dried tomatoes,white wine"
1049,Saut?ed Bass with Lemongrass,200,"lunch,main course,main dish,dinner",547.62,23.61,2.81,240.17,345.41,4.12,63.08,416.73,3.4,0.17,108.55,0.23,57.07,760.75,0.16,1.29,0.89,95.77,6.62,1.55,0.66,1.77,1.54,2050.88,0.57,42.7,14.38,1.55,0,40.82,12.28,32.78,"dry white wine,garlic clove,heavy cream,leek,lemon juice,lemon zest,lemongrass,olive oil,salt and pepper,scallions,sea bass fillets,shallot,thyme,tomato,unsalted butter,vegetable oil"
1051,Chinese-style Steamed Bass,100,"lunch,main course,main dish,dinner",438.65,14.28,1.19,136,1319.62,4.5,62.78,373.79,2.17,0.1,43.37,0.2,25.77,558.18,0.12,0.86,0.2,81.66,6.49,1.41,0.65,0.86,0.79,311.79,0,19.28,18.67,0,0,32.09,4.81,32.65,"chiles,fresh ginger,garlic,ginger,limes,rice wine,salt,scallions,sea bass,sesame oil,soy sauce,vegetable oil"
1052,Pan Fried Sea Bass,100,"lunch,main course,main dish,dinner",435.96,15.88,0.06,206.94,422.8,3.64,62.4,361.3,1.85,0.1,56.77,0.18,18.36,475.86,0.07,0.8,0.07,73.81,6.58,1.38,0.53,1.66,0.3,1042.98,0.42,6.56,3.46,3.8,0,33.36,2.88,31.05,"asparagus,butter,fresh thyme,heavy cream,olive oil,saffron,salt and pepper,sea bass fillets,vermouth"
1053,Baked Bass with Romano Cheese,200,"lunch,main course,main dish,dinner",614.81,6.96,2.39,144.54,471.45,12.14,37.7,709.46,5.47,0.92,293.22,1.08,75.66,968.89,0.52,2.36,2.21,73.14,17.9,4.67,0.55,2.54,1.7,814.17,8.91,133.42,19,0,0,33.41,23.22,55.31,"bread crumbs,fresh parsley leaves,garlic powder,lemon juice,olive oil,romano,trout fillets"
1054,Risotto With Sea Bass And Fennel,72,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",86.94,0.77,0.17,9.09,339.76,1.03,5.57,50.39,0.34,0.03,22.24,0.02,5.55,105.74,0.06,0.25,0.17,9.08,0.37,0.22,0.06,0.21,0.39,0,0,0,0,0.62,0,2.12,12,3.46,"celery stalk,dry white wine,fennel bulb,fish stock,garlic clove,olive oil,rice,salt and pepper,sea bass,unsalted butter,yellow onion"
1055,Saucy Fish Tacos,100,"lunch,main course,main dish,dinner",715.86,4.56,25.34,139.75,412.01,7.64,70.66,853.95,5.52,0.5,307.88,0.75,165.5,1893.14,0.78,3.5,1.29,206.22,6.84,2.86,2.01,5.29,16.31,5658.82,0,139.81,307.16,0,0,28.38,67.53,47.58,"cilantro,corn tortillas,garlic,garlic salt,green cabbage,ground pepper,lime zest,lowfat yogurt,olive oil,peach,pistachios,poblano chiles,red bell peppers,sea bass"
1056,Sea Bass Crusted with Moroccan Spices,200,"lunch,main course,main dish,dinner",217.02,1.42,0.49,136.08,267.75,3.77,63.27,360.59,2.55,0.08,62.51,0.19,19.04,535.26,0.11,0.92,0.27,83.7,6.5,1.34,0.57,0.76,1.86,457.92,0,4.65,7.3,0,0,8.26,4.62,31.05,"black pepper,caraway seeds,crushed red pepper,fresh cilantro,garlic cloves,ground coriander,ground cumin,lemon juice,olive oil,paprika,salt,sea bass fillets"
1060,Seabass Tartar On Warm Zucchini Cream With Tomato Caviar,200,"lunch,main course,main dish,dinner",178.13,1.52,5.74,56,1121.23,2.7,26,226.42,1.55,0.22,46.47,0.17,59.22,764.93,0.15,0.98,0.41,68.52,2.67,0.98,0.56,1.38,2.3,629.92,0,14.49,40.48,0,0,9.49,7.62,15.56,"extra virgin olive oil,fish stock,lemon juice,olive oil,salt and pepper,seabass,soy sauce,tomatoes,zucchini"
1062,Pan-Seared Striped Bass All'amatriciana,100,"lunch,main course,main dish,dinner",275.09,3.25,2.92,145.43,221.96,4.58,65.74,387.73,2.11,0.09,43.67,0.25,28.88,666.8,0.13,1.02,0.17,79.25,6.57,1.49,0.66,1.01,0.93,541.77,0,4.38,19.17,0,0,13.21,6.02,33.03,"balsamic vinegar,cherry tomatoes,crushed red pepper,garlic cloves,olive oil,onion,pancetta,striped bass,plus"
1063,Sea Bass With Asparagus,100,"lunch,main course,main dish,dinner",165.01,0.81,2.99,68.04,532.87,6.79,59.12,284.22,1.82,0.2,24.71,0.12,56.75,574.84,0.22,0.92,0.19,49.44,2.15,1.13,0.34,0.98,1.45,290.3,4.31,17.88,2.22,0.68,0,2.49,6.62,29.03,"asparagus spears,fish,fresh ginger,low sodium soy sauce,mirin,salt and pepper,shiitake mushrooms"
1064,McDevitt's Miso-Marinated Sea Bass,54,"beverage,drink",628.31,3.98,9.1,141.96,1563.19,5.82,67.09,575.68,5.97,0.27,158.22,0.36,136.25,1311.07,0.6,2.17,0.92,199.61,6.52,1.99,0.88,2.34,10.94,470.82,0,71.42,39.2,17.32,0,24.62,37.48,41.59,"artichokes,chives,curry powder,dijon mustard,fresh ginger,fresh ginger,garlic clove,ginger,hot sauce,lemon,lime juice,lime juice,mayonnaise,mirin,Miso Soybean Paste,olive oil,plum tomato,red onion,rice vinegar,sake,salt and pepper,salt and pepper,scallions,sea bass fillets,soy sauce,soybeans,turmeric,water,white wine"
1065,Yagihashi's Black Sea Bass with Somen and Vegetables,100,"lunch,main course,main dish,dinner",532.51,9.8,9.9,136.08,1005.26,7.77,93.44,565.05,4.54,0.32,107.5,0.33,100.39,1116.16,0.48,2.6,1.44,143.47,6.5,2.79,0.97,0.81,5.78,3247.61,0.23,32.05,33.74,2.06,0,16.99,53.96,40.94,"basil,black sesame seeds,carrot,chives,cilantro,daikon radish,fresh ginger,jalapeno,kombu,lemongrass,mirin,mung bean sprouts,napa cabbage,noodles,onion,red onion,sake,salt and pepper,sea bass fillets,sesame oil,shiitake mushroom caps,snow peas,soy sauce,soy sauce,vegetable oil,vegetable oil,water"
1066,Sea Bass Crudo With Peruvian Tiradito Sauce,200,"lunch,main course,main dish,dinner",681.55,6.7,6.15,468.48,480.34,13.8,214.69,1236.21,6.45,0.29,116.9,0.66,83.86,1975.25,0.32,2.83,0.46,273.71,22.37,4.71,2.28,0.74,1.67,1316.93,0,11.97,149.87,29.45,0,18.71,22.17,106.12,"aji amarillo,alo drink,cilantro leaves,clam juice,corn kernels,food dye,food dye,garlic,lemon juice,lime juice,riesling,sea bass,sea bass,sea bass,sea bass,soy sauce,vegetable oil,wine,yellow bell pepper"
1068,Sea Bass and Confetti Vegetables with Lemon-Butter Sauce,200,"lunch,main course,main dish,dinner",237.05,1.81,2.44,68.31,836.26,1.6,63.29,347.78,4.3,0.19,140.03,0.2,201.39,1427.7,0.18,1.5,0.89,131.32,1.02,1.52,0.73,1.92,2.92,8597.06,0,445.02,31.27,3.09,0,4.61,12.23,36.66,"baby spinach,butter,corn kernel,dry white wine,fresh parsley,grouper fillets,lemon juice,plum tomato,salt"
1069,Roast Sea Bass With Chilli & Lime Leaves,98,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",36.08,0.25,0.92,0,331.01,0.25,0,14.35,0.27,0,15.3,0,9.42,105.52,0.03,0,0.08,12.1,0,0,0.06,1.02,0.85,53.98,0,0,8.18,0,0,2.48,3.45,0.66,"aniseed,fennel bulbs,fresh coriander,fresh coriander,garlic clove,garlic cloves,lemon grass,lemongrass,lime,lime leaves,red chilli,red chilli,red onion,red onions,sunflower oil,sunflower oil,sunflower oil,thai fish sauce,thai fish sauce,g,g"
1070,Striped Bass en Papillote,200,"lunch,main course,main dish,dinner",228.09,2.66,1.53,143.64,509.26,4.06,63.56,382.62,2.13,0.16,91.94,0.21,36.2,565.07,0.09,1.08,0.15,78.97,6.64,1.46,0.62,0.87,1.07,598.47,0,25.91,18.87,0,0,9.45,3.78,31.98,"bell pepper,black pepper,feta cheese,fresh parsley,lemon juice,olive oil,oregano,red onion,salt,striped bass,yellow tomato,zucchini"
1071,Cedar Plank Grilled Loup De Mer (sea Bass),141,side dish,158.71,1.99,4.95,0,203.27,1.08,0,44.86,0.62,0.04,21.08,0.07,28.23,439.3,0.11,0.32,0.21,20.79,0,0.18,0.15,2.99,2.38,1522.06,0,24.31,28.52,0,0,14.38,7.76,1.69,"basil leaves,bottle gourd,cedar plank,kosher salt,lemon,olive oil,red onion,tomato,kitchen twine,lup de mar - scaled"
1072,Whole Branzino Roasted in Salt,100,"lunch,main course,main dish,dinner",382.5,3.14,1.77,181.44,132263.93,5.03,91.68,476.17,4.12,0.29,168.86,0.26,53.79,843.35,0.25,1.46,0.47,115.55,8.7,1.97,0.74,2.3,1.87,1131.25,0,122.21,29.35,0,0,19.78,5.22,45.9,"arugula,capers,celery,coarse kosher salt,cucumber,egg whites,fresh parsley,lemon,lemon,oil cured black olives,olive oil,parsley,sea bass,thyme sprigs"
1073,Foshee's Striped Bass with Caramelized Onion Sauce,200,"lunch,main course,main dish,dinner",889.23,12.43,12.9,181.51,576.46,9.53,76.7,921.88,10.73,0.62,226.59,0.65,453.9,1880.32,1.3,5.38,1.88,254.8,6.53,2.04,0.98,1.94,22.58,1216.2,1.25,121.52,13.22,0,0,30.63,88.44,64.95,"balsamic vinegar,chicken stock,chives,fava beans,garlic cloves,morels,olive oil,onion,salt and pepper,scallions,shallot,striped bass,thyme sprigs,truffle oil,unsalted butter"
1074,"Cornish Sea Bass With Frizzled Chillies, Ginger & Spring Onions",100,"lunch,main course,main dish,dinner",983.94,6.63,1.73,720,627.45,19.34,329.02,1803.19,8.14,0.31,155.78,0.93,98.94,2459.29,0.34,3.77,0.25,371.74,34.38,6.83,2.85,0.61,0.97,1271.28,0,45.94,36.72,0,0,35.86,4.77,160.53,"chillies,fresh coriander,garlic cloves,ginger root,oil,rice vinegar,seabass fillets,sesame oil,spring onions"
1075,"Crisp Striped Bass With Preserved Lemon, Chickpeas, And Couscous",200,"lunch,main course,main dish,dinner",507.5,2.48,6.15,113.4,305.02,4.51,74.92,469.64,4.33,0.14,82.35,0.31,180.24,841.97,0.44,2.27,1.18,114.71,5.41,1.63,0.64,2.4,8.63,908.89,0,21.8,15.69,0,0,16.58,52.11,37.46,"chickpeas,cilantro,cooked couscous,cumin seeds,kosher salt,lemon zest,olive oil,striped bass,tomatoes,unbleached flour"
1076,Sea Bass Wrapped In Sea Lettuce With Potato Cream,100,"lunch,main course,main dish,dinner",739.22,12.02,13.23,322.51,390.53,13.01,124.6,915.06,15.18,0.42,200.67,0.59,112.09,3241.72,1.79,3.12,2.42,268.08,12.8,4.17,1.81,0.53,11.6,1366.95,0.3,23.76,46.58,0,0,25.26,55.84,72.13,"butter,cream,lettuce,potatoes,sea bass,sun-dried tomatoes"
1077,"Pan-Seared Sea Bass with Olives, Tomatoes and Oregano Brown Rice",100,"lunch,main course,main dish,dinner",529.63,3.23,4.76,141.75,1237.67,7.23,66.05,516,4.87,0.14,145.14,0.47,45.83,930.5,0.45,2.04,2.14,171.34,6.77,2.36,0.98,4.63,6.26,614.41,0,25.75,9.65,2.85,0,20.55,48.7,37.47,"brown rice,canned tomatoes,garlic,olive oil,olives,oregano leaves,salt and pepper,sea bass fillets,vermouth"
1079,Grilled Striped Bass,100,"lunch,main course,main dish,dinner",314.29,1.73,0.33,272.16,245,7.15,124.18,673.78,2.86,0.1,51.36,0.34,30.64,873.22,0.11,1.36,0.05,136.21,13,2.55,1.02,0,0,308.41,0,0,0,0,0,7.93,0.41,60.32,"bbq sauce,striped bass"
1080,Grilled Fish (saengsun Gui),100,"lunch,main course,main dish,dinner",980.78,6.57,1.21,720,1820.99,19.65,328.79,1811.16,8.21,0.3,148.08,0.93,88.2,2391.88,0.32,3.7,0.24,370.09,34.38,6.89,2.76,0.25,1.15,817.92,0,1.9,19.08,0,0,35.1,4.36,161.86,"branzino,lemon wedges,salt and pepper,sesame oil,soy sauce"
1081,Tagliolino Allo Scoglio,200,"lunch,main course,main dish,dinner",617.37,3.57,3.33,157.62,634.7,5.01,117.42,520.9,3.69,0.15,71.14,0.26,39.7,708.03,0.35,2.3,1.41,117.58,8.26,1.61,0.62,3.18,2.73,520.43,0,22.48,8,4.12,0,23.29,60.04,41.9,"baby shrimp,calamari,cherry tomatoes,garlic,manila clams,mussels,olive oil,parsley,pasta,red pepper flakes,salt and pepper,striped bass,vegetable stock,white wine"
1082,"Branzino En Papillote With Roasted Peppers, Black Olives And Fe",200,"lunch,main course,main dish,dinner",292.03,2.02,6.59,136.08,1406.73,4.13,62.76,380.65,2.27,0.09,75.95,0.19,37.36,759.79,0.14,0.9,0.32,86.63,6.5,1.46,0.61,1.34,2.74,365.21,0,5.73,16.64,7.82,0,12.47,13.58,31.37,"black olives,black pepper,branzino,fennel bulb,kosher salt,limoncello,olive oil,red onion,roasted red peppers,white wine"
1083,Adriatic Fish Broth,100,"lunch,main course,main dish,dinner",468.64,2.33,3.32,478.12,1362.62,7.49,164.62,871,5.76,0.22,243.14,0.35,67.53,1325.49,0.47,4,1.32,163.66,11.33,1.88,0.93,3.58,1.76,2881.27,1.05,90.65,25.08,0,0,14,7.64,78.02,"black peppercorns,carrot,cod fish filets,celery,clams,fish,garlic,mussels,olive oil,parsley,salt and pepper,sea bass,shrimp,tomatoes,white onion"
1084,Sea Bass Stuffed With Fennel And Olives,200,"lunch,main course,main dish,dinner",1641.83,10.64,1.55,1065.65,1645.92,31.11,510.89,2929.54,13.09,0.57,342.71,1.41,193.69,4904.88,0.62,6.28,0.7,595.24,48.92,10.15,4.29,5.57,8.24,1545.42,1.53,17.33,32.37,0,0,60.39,20.81,253.77,"cod fillets,elk fillet,fennel bulb,fennel bulb,olive oil,olive oil,onion,pimento stuffed olives,salt and pepper,salt and pepper,sea bass,sea bass,seabass"
1085,Ginger Sea Bass over Wilted Greens,200,"lunch,main course,main dish,dinner",132.14,0.69,2.04,75.6,538.18,2.61,35.15,218.37,1.96,0.11,53.96,0.13,69.67,467.58,0.1,0.62,0.38,68.42,3.61,0.8,0.38,0.66,1.1,2938.99,0,147.9,12.18,3.06,0,3.7,6.03,18.68,"baby spinach leaves,fresh basil leaves,fresh ginger,garlic,lime,marsala wine,sea bass fillets,sesame oil,soy sauce"
1086,Black Sea Bass With Moroccan Vegetables and Chile Sauce,200,"lunch,main course,main dish,dinner",490.96,2.8,11.48,144.42,701.31,7.95,65.72,616.51,5.72,0.5,227.25,0.49,199.77,1742.54,0.47,2.66,1.61,186.64,6.66,2.86,1.33,2.66,9.65,10956.5,0,212.18,121.25,0,0,9.36,58,43.68,"allspice,black pepper,broccoli florets,carrots,cauliflower florets,celery stalks,couscous,curry powder,feta,fresh dill,garlic,green bell pepper,leeks,low sodium soy sauce,olive oil,oregano,pine nuts,sea bass fillets,spinach,tomato,vegetable stock,zucchini"
1087,Sea Bass and Spicy Tomato Sauce Over Braised Fennel,200,"lunch,main course,main dish,dinner",253.18,1.14,6.05,114.04,552.84,5.46,55.12,390.29,3.56,0.16,125.4,0.25,65.07,1216.3,0.33,1.17,0.48,101.45,5.53,1.73,0.69,1.68,6.19,535.8,0,7.14,25.94,0,0,6.54,19.42,29.16,"anchovy paste,canned tomatoes,fat-free chicken broth,fennel bulbs,olive oil,onion,red pepper flakes,sea bass fillets"
1088,Striped Bass with Saffron Vegetables and Spiced Broccoli Rabe,200,"lunch,main course,main dish,dinner",513.11,15.23,5.19,178.35,1024.04,6.49,67.92,494.2,4.32,0.37,155.06,0.42,169.18,1323.83,0.28,1.87,0.71,124.15,6.57,2.58,1.05,2.6,6.93,1898.03,0.28,112.55,96.8,0,0,29.79,23.71,37.54,"all purpose flour,anchovy,aniseed,broccoli rabe,butter,capers,cauliflower,chicken broth,fennel seeds,fresh thyme,garlic cloves,oil cured black olives,olive oil,olives,radishes,raisins,red pepper,saffron threads,striped bass,tomato paste,vegetable oil,white peppercorns,yellow squash"
1089,Black Sea Bass with Moroccan Vegetables and Chile Sauce,100,"lunch,main course,main dish,dinner",490.96,2.8,11.48,144.42,701.31,7.95,65.72,616.51,5.72,0.5,227.25,0.49,199.77,1742.54,0.47,2.66,1.61,186.64,6.66,2.86,1.33,2.66,9.65,10956.5,0,212.18,121.25,0,0,9.36,58,43.68,"allspice,black pepper,broccoli florets,carrots,cauliflower florets,celery stalks,couscous,curry powder,feta,fresh dill,garlic,green bell pepper,leeks,low sodium soy sauce,olive oil,oregano,pine nuts,sea bass fillets,spinach,tomato,vegetable stock,zucchini"
1090,Tarragon-tomato Fish,200,"lunch,main course,main dish,dinner",333.2,2.84,4.63,136.08,331.9,4.34,63.23,384.28,2.81,0.09,56,0.24,40.62,787.39,0.17,0.94,0.24,85.32,6.5,1.52,0.68,2.72,2.04,756.89,0,11.85,42.51,0,0,18.24,10.15,32.11,"cherry tomatoes,crusty bread,extra virgin olive oil,fresh tarragon,lemon,salt and pepper,sea bass fillets,shallots"
1092,Whole Roasted Fish,100,"lunch,main course,main dish,dinner",229.23,1.44,4.78,120,311.37,4.18,55.21,350.3,2.36,0.15,47.9,0.21,52.5,723.06,0.08,1.01,0.32,87.89,5.73,1.45,0.77,1.87,2.1,2484.9,0,6.46,104.87,15.39,0,8.47,10.53,27.72,"bell pepper,club soda,coarse sea salt,cream-style corn,food dye,food dye,fresh tarragon,lemon,olive oil,sea bass,wine,kids,kitchen & tabletop"
1094,Spring Fish In Parchment,100,"lunch,main course,main dish,dinner",366.71,2.87,7.93,136.08,341.93,4.95,63.05,419.3,3.41,0.21,95.86,0.31,71.41,1016.92,0.2,1.28,0.46,108.73,6.5,1.74,0.84,2.81,4.97,5357.13,0,35.51,44.12,2.85,0,18.11,17.51,33.42,"carrots,extra virgin olive oil,garlic,grape tomatoes,green beans,herbes de provence,lemon,olive tapenade,red onion,salt and pepper,sea bass,vermouth,zucchini"
1095,Steamed Fish With Ponzu,101,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",7.92,0.04,0.01,5.18,24,0,2.41,13.44,0,0,0,0,0,0,0,0,0,0,0.25,0,0.02,0,0,0,0,0,0,0,0,0.19,0.25,1.18,"dried shiitake mushrooms,ginger,ponzu sauce,scallion,sea bass,sesame oil,shaoxing wine,white pepper"
